CandidateID,FirstName,LastName,DepartmentID,JobRoleID,ApplicationDate,RecruitmentSource,Stage
CAN002285,Grace,Oyekan,DEP004,JR031,2020-12-10,Campus Recruitment,Offered
CAN002286,Stephen,Akinwale,DEP006,JR044,2022-07-25,Referral,Hired
CAN002287,Peace,Obi,DEP003,JR019,2019-10-08,Campus Recruitment,Shortlisted
CAN002288,Victoria,Chukwu,DEP003,JR021,2022-12-03,Company Website,Hired
CAN002289,John,Oshodi,DEP011,JR078,2021-08-19,Company Website,Shortlisted
CAN002290,,Okafor,DEP005,JR037,2025-01-10,Referral,Rejected
CAN002291,John,Ibrahim,DEP012,JR083,2024-09-12,Campus Recruitment,Hired
CAN002292,David,Adeyemi,DEP001,JR004,2020-12-21,Walk In,Interviewed
CAN002293,Peter,Ekwueme,DEP002,JR015,2025-05-14,Company Website,Applied
CAN002294,Gabriel,Ogunleye,DEP008,JR058,2025-07-02,LinkedIn,Shortlisted
CAN002295,Deborah,Ekwueme,DEP005,JR040,2020-03-13,Indeed,Applied
CAN002296,Angela,Ibrahim,DEP004,JR027,2021-12-24,Job Portal,Rejected
CAN002297,John,Okafor,DEP004,JR031,2025-04-16,Company Website,Offered
CAN002298,Victoria,Nnamani,DEP013,JR089,2022-02-24,linkedin,Applied
CAN002299,Peter,,DEP007,JR057,2019-07-16,Job Portal,Unknown
CAN002300,Gloria,Abiola,DEP014,JR099,2022-08-25,Referral,Offered
CAN002301,Emmanuel,Ojo,DEP011,JR074,2022-07-10,Company Website,Interviewed
CAN002302,Ruth,Balogun,DEP007,JR052,2020-10-14,LinkedIn,Shortlisted
CAN002303,James,Olawale,DEP015,JR101,2022-03-23,Job Portal,Applied
CAN002304,Emmanuel,Obasanjo,DEP014,JR098,2023-05-21,Job Portal,Shortlisted
CAN002305,Mark,Ogunleye,DEP013,JR092,2024-12-03,Referral,Offered
CAN002306,Gabriel,Abiola,DEP012,JR087,2025-08-19,Company Website,Appliedd
CAN002307,Patience,Ogunleye,DEP004,JR027,2023-09-03,Referral,Hired
CAN002308,Esther,Abiola,DEP004,JR029,2023-10-10,LinkedIn,Hired
CAN002309,Sarah,Akinwale,DEP007,JR057,2019-08-04,Campus Recruitment,Interviewed
CAN002310,Benjamin,Adeyemi,DEP010,JR069,2023-11-12,Campus Recruitment,Rejected
CAN002311,Emmanuel,Adeyemi,DEP011,JR081,2020-01-11,Job Portal,Offered
CAN002312,Gabriel,Oyekan,DEP015,JR106,2021-10-23,Campus Recruitment,Hired
CAN002313,Deborah,Ojo,DEP003,JR023,2021-11-09,Campus Recruitment,Applied
CAN002314,Joshua,Okafor,DEP007,JR055,2019-03-13,Referral,Hired
CAN002315,Mark,Ekwueme,DEP011,JR076,2025-08-21,Referral,Hired
CAN002316,Victoria,Uche,DEP014,JR100,2020-09-16,Campus Recruitment,Shortlisted
CAN002317,Agnes,Abiola,DEP014,JR095,2020-04-14,Referral,Offered
CAN002318,Juliet,Ekwueme,DEP002,JR015,2021-01-15,Company Website,Applied
CAN002319,David,Oyekan,DEP002,JR010,2024-05-18,Job Portal,Interviewed
CAN002320,Peace,Ojo,DEP001,JR006,2024-05-10,Company Website,Hired
CAN002321,Samuel,Akinwale,DEP013,JR092,2020-03-23,LinkedIn,Shortlisted
CAN002322,Mark,Eze,DEP003,JR023,2023-12-09,Campus Recruitment,Rejected
CAN002323,Joshua,Eze,DEP009,JR064,2024-07-10,Company Website,Interviewed
CAN002324,Cornelius,Ibrahim,DEP012,JR087,2019-12-11,Indeed,Offered
CAN002325,Joseph,Akinwale,DEP011,JR074,2023-04-02,Job Portal,Rejected
CAN002326,James,Akinwale,DEP004,JR034,2025-10-01,Campus Recruitment,Rejected
CAN002327,Mary,Adeyemi,DEP015,JR106,2019-09-14,LinkedIn,Rejected
CAN002328,James,Oyekan,DEP004,JR033,2025-05-18,Job Portal,Offered
CAN002329,Blessing,Uche,DEP012,JR082,2025-05-15,Referral,Offered
CAN002330,Simon,Oshodi,DEP004,JR031,2021-10-02,Referral,Hired
CAN002331,Michael,Chukwu,DEP012,JR085,2022-07-03,Company Website,Offered
CAN002332,Ruth,Olawale,DEP011,JR081,2022-01-12,Referral,Rejected
CAN002333,Andrew,Abiola,DEP014,JR099,2020-06-22,Referral,Rejected
CAN002334,Patience,Ogunleye,DEP014,JR095,2019-05-15,LinkedIn,Interviewed
CAN002335,Mark,Obasanjo,DEP001,JR003,2021-12-28,LinkedIn,Rejected
CAN002336,Gabriel,Olawale,DEP003,JR020,2021-10-07,Job Portal,Offered
CAN002337,Andrew,Olawale,DEP005,JR035,2020-01-24,Job Portal,Applied
CAN002338,Esther,Uche,DEP005,JR037,2020-11-11,LinkedIn,Rejected
CAN002339,Blessing,Ekwueme,DEP009,JR066,2025-05-13,Referral,Shortlisted
CAN002340,Gloria,Okafor,DEP008,JR061,2024-02-17,LinkedIn,Offer
CAN002341,Esther,Olawale,DEP003,JR019,2020-10-21,Referral,Offer
CAN002342,Mark,Ekwueme,DEP002,JR016,2023-12-23,Company Website,Offered
CAN002343,Blessing,Abiola,DEP005,JR035,2021-12-06,Referral,Offered
CAN002344,Emmanuel,Oyekan,DEP004,JR030,2025-11-23,Campus Recruitment,Applied
CAN002345,Cornelius,Ogunleye,DEP010,JR073,2024-10-19,LinkedIn,Applied
CAN002346,David,Akinwale,DEP008,JR061,2022-10-04,Job Portal,Applied
CAN002347,Ruth,Obasanjo,DEP008,JR063,2021-12-07,Campus Recruitment,Hired
CAN002348,James,Abiola,DEP007,JR056,2019-08-21,LinkedIn,Hired
CAN002349,Daniel,Ojo,DEP011,JR075,2023-06-25,LinkedIn,Rejected
CAN002350,Benjamin,Ogunleye,DEP008,JR059,2025-05-27,Campus Recruitment,Applied
CAN002351,Daniel,Uche,DEP004,JR025,2025-06-11,LinkedIn,Interviewed
CAN002352,Grace,Nnamani,DEP010,JR069,2024-10-07,Referral,Rejected
CAN002353,Peter,Olawale,DEP010,JR072,2023-01-18,LinkedIn,Hired
CAN002354,Philip,Okonkwo,DEP010,JR070,2019-06-05,Job Portal,Offered
CAN002355,Gabriel,Oyekan,DEP009,JR067,2023-09-05,Referral,Shortlisted
CAN002356,Ruth,Balogun,DEP007,JR054,2021-08-18,Company Website,Shortlisted
CAN002357,Blessing,Uche,DEP015,JR104,2021-10-21,Referral,Rejected
CAN002358,Cornelius,Ogunleye,DEP012,JR087,2023-08-13,LinkedIn,Hired
CAN002359,Joy,Olawale,DEP002,JR016,2020-10-25,Referral,Shortlisted
CAN002360,Peter,Oshodi,DEP004,JR034,2019-03-02,Referral,Interviewed
CAN002361,Mark,Obi,DEP013,JR094,2022-01-09,Company Website,Offered
CAN002362,Paul,Balogun,DEP011,JR079,2019-02-14,Job Portal,Hired
CAN002363,Emmanuel,Oyekan,DEP002,JR014,2022-12-28,Job Portal,Interviewed
CAN002364,Agnes,Oshodi,DEP007,JR051,2023-09-17,Referral,Rejected
CAN002365,Juliet,Abiola,DEP008,JR058,2019-08-13,Campus Recruitment,Interviewed
CAN002366,Agnes,Okafor,DEP011,JR077,2024-10-18,Referral,Offered
CAN002367,Mary,Ekwueme,DEP003,JR020,2023-07-21,LinkedIn,Offered
CAN002368,Faith,Ogunleye,DEP008,JR060,2019-10-13,Referral,Interviewed
CAN002369,Daniel,Ibrahim,DEP012,JR085,2023-01-15,Company Website,Rejected
CAN002370,Comfort,Ekwueme,DEP006,JR048,2021-07-05,LinkedIn,Shortlisted
CAN002371,Gabriel,Okonkwo,DEP004,JR029,2020-11-22,Company Website,Shortlisted
CAN002372,Elizabeth,Ojo,DEP008,JR061,2025-12-17,LinkedIn,Interviewed
CAN002373,Mary,Balogun,DEP011,JR076,2023-08-10,Campus Recruitment,Applied
CAN002374,Stephen,Chukwu,DEP004,JR032,2021-06-09,Company Website,Shortlisted
CAN002375,,Obasanjo,DEP002,JR009,2024-04-09,Job Portal,Shortlisted
CAN002376,Peter,Okonkwo,DEP015,JR105,2019-09-19,Job Portal,Shortlisted
CAN002377,James,Adetokunbo,DEP005,JR038,2024-01-28,Company Website,Unknown
CAN002378,Victoria,,DEP007,JR054,2022-07-04,Campus Recruitment,Offered
CAN002379,Benjamin,Oyekan,DEP007,JR052,2024-08-28,LinkedIn,Offered
CAN002380,,Olawale,DEP002,JR010,2023-12-20,LinkedIn,Rejected
CAN002381,Sarah,Chukwu,DEP003,JR022,2020-07-22,Referral,Interviewed
CAN002382,Simon,Okafor,DEP004,JR027,2024-04-22,Campus Recruitment,Interviewed
CAN002383,Mary,Adeyemi,DEP008,JR060,2020-09-10,Campus Recruitment,Shortlisted
CAN002384,Nathaniel,Obasanjo,DEP008,JR059,2019-05-02,Company Website,Rejected
CAN002385,Patience,Ogunleye,DEP007,JR057,2019-04-16,Campus Recruitment,Offered
CAN002386,Charity,Adetokunbo,DEP011,JR081,2022-06-17,Referral,Rejected
CAN002387,Charity,Adeyemi,DEP002,JR012,2021-08-07,Company Website,Interviewed
CAN002388,David,Ogunleye,DEP002,JR013,2019-02-11,Job Portal,Rejected
CAN002389,Mark,Ibrahim,DEP004,JR033,2021-03-21,Campus Recruitment,Applied
CAN002390,Philip,Olawale,DEP001,JR003,2024-03-15,Campus Recruitment,Rejected
CAN002391,James,Ekwueme,DEP003,JR020,2021-08-01,Campus Recruitment,Interviewed
CAN002392,Paul,Obasanjo,DEP010,JR072,2020-09-23,Campus Recruitment,Interviewed
CAN002393,Sarah,Adeyemi,DEP002,JR011,2021-11-07,Referral,Offered
CAN002394,Peter,Oyekan,DEP007,JR056,2024-04-14,Company Website,Applied
CAN002395,Victoria,Olawale,DEP006,JR044,2022-10-07,Referral,Interviewed
CAN002396,Cornelius,Adeyemi,DEP003,JR017,2019-10-24,Job Portal,Shortlisted
CAN002397,James,Chukwu,DEP006,JR043,2019-12-14,Campus Recruitment,Offered
CAN002398,Andrew,Uche,DEP005,JR036,2023-04-01,Job Portal,Applied
CAN002399,Cornelius,Akinwale,DEP006,JR044,2025-03-19,LinkedIn,Shortlisted
CAN002400,Comfort,Obi,DEP002,JR015,2023-08-17,Referral,Appliedd
CAN002401,Cornelius,Ojo,DEP003,JR018,2025-10-07,Referral,Interviewed
CAN002402,James,Oyekan,DEP009,JR064,2021-01-20,Campus Recruitment,Shortlisted
CAN002403,Juliet,Akinwale,DEP001,JR005,2021-03-13,Company Website,Applied
CAN002404,Mary,Ojo,DEP002,JR013,2021-03-21,Referral,Hired
CAN002405,Stephen,Akinwale,DEP001,JR004,2021-08-06,Job Portal,Rejected
CAN002406,Mark,Okonkwo,DEP012,JR084,2019-07-16,Job Portal,Shortlisted
CAN002407,Grace,Akinwale,DEP012,JR084,2019-10-10,Job Portal,Offered
CAN002408,Nathaniel,Nnamani,DEP012,JR084,2019-03-22,Company Website,Rejected
CAN002409,Benjamin,Chukwu,DEP012,JR087,2022-06-18,LinkedIn,Applied
CAN002410,Faith,Balogun,DEP005,JR037,2025-12-24,Job Portal,Rejected
CAN002411,Patience,Oyekan,DEP001,JR002,2020-07-25,Job Portal,Interviewed
CAN002412,Philip,Oshodi,DEP012,JR082,2020-12-11,Job Portal,Applied
CAN002413,Juliet,Obasanjo,DEP011,JR078,2023-06-20,LinkedIn,Offered
CAN002414,Peace,Abiola,DEP015,JR104,2020-05-13,LinkedIn,Offered
CAN002415,Emmanuel,Obasanjo,DEP008,JR062,2024-05-19,Job Portal,Applied
CAN002416,Peace,Uche,DEP007,JR056,2019-03-10,LinkedIn,Rejected
CAN002417,Philip,Abiola,DEP010,JR072,2023-09-14,LinkedIn,Offered
CAN002418,Gabriel,Obasanjo,DEP003,JR021,2022-11-20,Campus Recruitment,Interviewed
CAN002419,Gabriel,Balogun,DEP001,JR004,2024-04-05,LinkedIn,Hired
CAN002420,Blessing,Balogun,DEP014,JR096,2024-09-04,LinkedIn,Interviewed
CAN002421,Joy,Oshodi,DEP002,JR010,2020-03-28,Campus Recruitment,Interviewed
CAN002422,,Abiola,DEP012,JR088,2021-09-20,LinkedIn,Appliedd
CAN002423,Joy,Adeyemi,DEP006,JR044,2025-04-12,Campus Recruitment,Offered
CAN002424,Blessing,Adeyemi,DEP009,JR068,2021-11-14,Campus Recruitment,Offered
CAN002425,Peter,Ojo,DEP010,JR070,2023-09-27,Referral,Rejected
CAN002426,Benjamin,Ekwueme,DEP004,JR031,2019-02-01,Job Portal,Offered
CAN002427,Peace,Ojo,DEP007,JR056,2024-11-12,Campus Recruitment,Interviewed
CAN002428,Elizabeth,Oyekan,DEP008,JR058,2025-10-19,Campus Recruitment,Interviewed
CAN002429,Juliet,Eze,DEP004,JR033,2022-08-07,Job Portal,Interviewed
CAN002430,Mary,Uche,DEP012,JR085,2020-02-24,Campus Recruitment,Applied
CAN002431,Ruth,,DEP015,JR101,2022-02-09,Referral,Interviewed
CAN002432,Joseph,Nnamani,DEP007,JR053,2021-12-24,Referral,Hired
CAN002433,Sarah,Ibrahim,DEP014,JR096,2024-01-13,Company Website,Offered
CAN002434,Victoria,Adeyemi,DEP008,JR061,2023-05-16,Campus Recruitment,Rejected
CAN002435,Cornelius,Eze,DEP015,JR102,2025-11-26,Campus Recruitment,Interviewed
CAN002436,Angela,Ojo,DEP014,JR097,2023-03-26,LinkedIn,Rejected
CAN002437,Peace,Ekwueme,DEP014,JR096,2024-09-05,Company Website,Interviewed
CAN002438,Blessing,Abiola,DEP012,JR086,2024-08-22,Company Website,Rejected
CAN002439,Faith,Oshodi,DEP013,JR091,2019-10-09,LinkedIn,Rejected
CAN002440,Patience,Oshodi,DEP003,JR020,2021-12-26,Job Portal,Interviewed
CAN002441,Ruth,Chukwu,DEP002,JR009,2020-11-12,Campus Recruitment,Rejected
CAN002442,Agnes,Adeyemi,DEP003,JR018,2024-01-24,Company Website,Shortlisted
CAN002443,Faith,Ibrahim,DEP002,JR015,2021-12-20,Company Website,Applied
CAN002444,Philip,Eze,DEP009,JR067,2020-10-12,LinkedIn,Hired
CAN002445,Joshua,Ojo,DEP004,JR027,2022-04-09,Job Portal,Shortlisted
CAN002446,Faith,Ibrahim,DEP006,JR049,2022-12-01,LinkedIn,Hired
CAN002447,Victoria,Adetokunbo,DEP005,JR037,2023-01-11,Campus Recruitment,Offered
CAN002448,John,Balogun,DEP013,JR094,2022-06-27,Campus Recruitment,Interviewed
CAN002449,Sarah,Okafor,DEP008,JR059,2025-12-02,Campus Recruitment,Hired
CAN002450,Joy,Ibrahim,DEP011,JR079,2020-04-12,Campus Recruitment,Hired
CAN002451,Joshua,Ojo,DEP014,JR095,2019-02-10,Campus Recruitment,Offered
CAN002452,Philip,Balogun,DEP006,JR045,2020-08-21,LinkedIn,Offered
CAN002453,Benjamin,Adeyemi,DEP014,JR095,2025-06-11,Referral,Offered
CAN002454,Blessing,Obasanjo,DEP010,JR070,2024-08-19,LinkedIn,Offered
CAN002455,Agnes,Okonkwo,DEP015,JR104,2023-09-02,Job Portal,Rejected
CAN002456,Patience,Eze,DEP001,JR008,2022-12-15,Referral,Rejected
CAN002457,Sarah,Chukwu,DEP002,JR015,2025-08-08,Job Portal,Offered
CAN002458,Mark,Ekwueme,DEP011,JR080,2023-02-15,Campus Recruitment,Applied
CAN002459,Gloria,Chukwu,DEP003,JR022,2022-07-08,Company Website,Hired
CAN002460,Samuel,Oyekan,DEP013,JR089,2019-04-13,Campus Recruitment,Hired
CAN002461,Daniel,Ibrahim,DEP012,JR085,2022-05-08,LinkedIn,Interviewed
CAN002462,Daniel,Uche,DEP012,JR085,2025-09-11,Referral,Shortlisted
CAN002463,Cornelius,Ojo,DEP015,JR106,2024-12-03,LinkedIn,Rejected
CAN002464,James,Nnamani,DEP010,JR073,2022-05-11,LinkedIn,Offered
CAN002465,Simon,Adetokunbo,DEP001,JR007,2019-12-15,Job Portal,Hired
CAN002466,Esther,Ibrahim,DEP003,JR023,2023-07-05,Company Website,Interviewed
CAN002467,Sarah,Ekwueme,DEP004,JR030,2022-12-11,Job Portal,Offered
CAN002468,Blessing,Okonkwo,DEP013,JR091,2020-07-06,Referral,Hired
CAN002469,Sarah,Uche,DEP010,JR072,2025-01-22,Referral,Hired
CAN002470,Ruth,Akinwale,DEP008,JR061,2019-07-25,LinkedIn,Rejected
CAN002471,Andrew,Oyekan,DEP001,JR001,2019-04-13,Job Portal,Hired
CAN002472,Victoria,Abiola,DEP014,JR100,2020-01-11,LinkedIn,Hired
CAN002473,Benjamin,Obi,DEP006,JR048,2020-04-08,Referral,Rejected
CAN002474,John,Adeyemi,DEP012,JR087,2025-01-13,Job Portal,Shortlisted
CAN002475,Philip,Obi,DEP013,JR093,2020-08-10,Referral,Hired
CAN002476,Grace,Adeyemi,DEP002,JR014,2024-03-08,Campus Recruitment,Shortlisted
CAN002477,Mark,Okonkwo,DEP013,JR089,2023-09-16,Referral,Rejected
CAN002478,Samuel,Obi,DEP012,JR085,2023-03-09,LinkedIn,Shortlisted
CAN002479,Mark,Uche,DEP002,JR012,2024-11-19,Job Portal,Interviewed
CAN002480,Joshua,Eze,DEP001,JR008,2024-12-10,Referral,Hired
CAN002481,Mary,Obi,DEP003,JR021,2024-03-02,Campus Recruitment,Rejected
CAN002482,Esther,Chukwu,DEP012,JR083,2019-02-19,Campus Recruitment,Applied
CAN002483,Esther,Chukwu,DEP011,JR077,2022-08-16,Referral,Applied
CAN002484,Paul,Olawale,DEP003,JR023,2022-05-17,Job Portal,Applied
CAN002485,Benjamin,Balogun,DEP005,JR041,2024-12-15,Company Website,Applied
CAN002486,James,Akinwale,DEP012,JR085,2023-09-21,Company Website,Applied
CAN002487,Nathaniel,Ibrahim,DEP013,JR094,2020-12-20,Company Website,Interviewed
CAN002488,Comfort,Ojo,DEP004,JR034,2019-01-24,Company Website,Rejected
CAN002489,Michael,Olawale,DEP012,JR085,2020-12-27,Company Website,Interviewed
CAN002490,Elizabeth,Uche,DEP008,JR058,2020-01-05,Company Website,Rejected
CAN002491,Peace,Adeyemi,DEP015,JR102,2019-03-12,Referral,Shortlisted
CAN002492,,Uche,DEP009,JR065,2019-04-16,Referral,Offered
CAN002493,Mary,Okafor,DEP002,JR010,2019-05-03,LinkedIn,Rejected
CAN002494,Joshua,Akinwale,DEP001,JR002,2021-07-20,Job Portal,Applied
CAN002495,Simon,Uche,DEP003,JR024,2020-08-12,Campus Recruitment,Offered
CAN002496,Hope,Okonkwo,DEP003,JR024,2019-07-07,Company Website,Hired
CAN002497,Comfort,Adeyemi,DEP001,JR005,2020-07-05,Company Website,Applied
CAN002498,James,Akinwale,DEP013,JR093,2024-11-25,Company Website,Hired
CAN002499,Emmanuel,Oshodi,DEP006,JR045,2025-03-06,LinkedIn,Offered
CAN002500,Elizabeth,Obasanjo,DEP003,JR018,2020-08-13,Campus Recruitment,Shortlisted
CAN002501,Comfort,Obasanjo,DEP001,JR001,2025-11-09,Company Website,Interviewed
CAN002502,Comfort,Oshodi,DEP001,JR007,2023-09-02,Job Portal,Hired
CAN002503,Deborah,Chukwu,DEP001,JR007,2023-08-02,Job Portal,Rejected
CAN002504,Grace,Akinwale,DEP014,JR096,2024-12-15,Campus Recruitment,Offered
CAN002505,Comfort,Okafor,DEP008,JR062,2020-08-10,Campus Recruitment,Interviewed
CAN002506,Peace,Ekwueme,DEP013,JR093,2023-12-15,LinkedIn,Interviewed
CAN002507,Blessing,Obi,DEP013,JR094,2025-07-28,Company Website,Hired
CAN002508,Gabriel,Akinwale,DEP012,JR085,2025-12-16,Referral,Shortlisted
CAN002509,Benjamin,Oyekan,DEP007,JR055,2024-06-20,LinkedIn,Rejected
CAN002510,Gabriel,Balogun,DEP011,JR077,2021-12-19,Campus Recruitment,Offered
CAN002511,Peter,Abiola,DEP005,JR038,2019-12-21,Company Website,Applied
CAN002512,Patience,Balogun,DEP015,JR102,2024-06-17,Indeed,Hired
CAN002513,Simon,Eze,DEP006,JR049,2021-03-03,Campus Recruitment,Applied
CAN002514,Emmanuel,Oyekan,DEP006,JR047,2022-02-19,Referral,Interviewed
CAN002515,Andrew,Abiola,DEP004,JR027,2022-06-27,Company Website,Rejected
CAN002516,Deborah,Oshodi,DEP004,JR025,2019-04-27,LinkedIn,Interviewed
CAN002517,Gloria,Obi,DEP010,JR072,2023-02-25,Referral,Interviewed
CAN002518,Mark,Abiola,DEP002,JR012,2024-03-18,LinkedIn,Rejected
CAN002519,,Akinwale,DEP002,JR012,2024-10-21,Referral,Offered
CAN002520,Peace,Ogunleye,DEP001,JR006,2025-03-12,Referral,Shortlisted
CAN002521,Mary,Nnamani,DEP009,JR064,2019-01-15,Campus Recruitment,Offered
CAN002522,Grace,Obasanjo,DEP002,JR015,2025-12-24,Referral,Shortlisted
CAN002523,Faith,Okonkwo,DEP001,JR005,2019-04-02,Company Website,Interviewed
CAN002524,Victoria,Eze,DEP014,JR095,2020-05-07,Job Portal,Offered
CAN002525,Gabriel,Uche,DEP013,JR090,2022-12-23,LinkedIn,Interviewed
CAN002526,Emmanuel,Uche,DEP012,JR087,2025-08-11,Walk In,Hired
CAN002527,Benjamin,Nnamani,DEP014,JR099,2021-11-08,LinkedIn,Rejected
CAN002528,Daniel,Uche,DEP003,JR021,2023-01-13,Referral,Offered
CAN002529,David,,DEP003,JR018,2025-05-23,Campus Recruitment,Hired
CAN002530,Benjamin,Oyekan,DEP007,JR055,2022-09-24,Referral,Applied
CAN002531,Victoria,Abiola,DEP007,JR052,2022-02-19,Referral,Applied
CAN002532,Angela,Nnamani,DEP001,JR008,2021-10-02,LinkedIn,Rejected
CAN002533,Mary,Ogunleye,DEP007,JR055,2020-10-07,Campus Recruitment,Applied
CAN002534,Cornelius,Uche,DEP005,JR036,2023-09-18,Job Portal,Interviewed
CAN002535,Nathaniel,Obasanjo,DEP012,JR085,2024-07-01,Referral,Offered
CAN002536,Philip,Nnamani,DEP011,JR074,2020-10-10,LinkedIn,Applied
CAN002537,Joshua,Oyekan,DEP013,JR090,2022-10-02,Company Website,Hired
CAN002538,Daniel,Olawale,DEP006,JR043,2020-12-16,Job Portal,Interviewed
CAN002539,Hope,Oshodi,DEP008,JR060,2019-12-26,Referral,Applied
CAN002540,Peter,Ojo,DEP003,JR017,2024-05-24,Company Website,Interviewed
CAN002541,Agnes,Balogun,DEP007,JR055,2020-02-22,Referral,Interviewed
CAN002542,Paul,Adeyemi,DEP007,JR055,2020-08-05,LinkedIn,Interviewed
CAN002543,Agnes,Adeyemi,DEP009,JR065,2020-11-09,Job Portal,Applied
CAN002544,Emmanuel,Nnamani,DEP005,JR038,2023-05-24,Company Website,Offered
CAN002545,Paul,Akinwale,DEP012,JR086,2023-04-28,Job Portal,Shortlisted
CAN002546,Grace,Okonkwo,DEP007,JR052,2022-08-13,Job Portal,Hired
CAN002547,Patience,Obasanjo,DEP005,JR041,2022-07-09,Campus Recruitment,Hired
CAN002548,Hope,Ekwueme,DEP001,JR008,2019-08-20,Campus Recruitment,Offered
CAN002549,Paul,Oshodi,DEP007,JR052,2019-04-26,Job Portal,Rejected
CAN002550,Philip,Ibrahim,DEP002,JR011,2022-12-11,LinkedIn,Offered
CAN002551,,Ibrahim,DEP010,JR073,2023-05-23,Job Portal,Offered
CAN002552,Hope,Akinwale,DEP005,JR038,2019-01-10,Referral,Rejected
CAN002553,Elizabeth,Eze,DEP003,JR022,2022-02-24,Company Website,Appliedd
CAN002554,Angela,Ekwueme,DEP004,JR034,2023-07-25,Referral,Applied
CAN002555,Gloria,Ogunleye,DEP013,JR091,2025-02-04,LinkedIn,Shortlisted
CAN002556,,Obasanjo,DEP004,JR031,2025-01-21,Indeed,Shortlisted
CAN002557,James,Eze,DEP008,JR059,2023-03-01,Job Portal,Shortlisted
CAN002558,Mary,Eze,DEP013,JR091,2020-01-15,Campus Recruitment,Applied
CAN002559,Joshua,Ibrahim,DEP006,JR044,2024-06-10,Campus Recruitment,Shortlisted
CAN002560,Charity,Adeyemi,DEP007,JR050,2019-10-08,LinkedIn,Shortlisted
CAN002561,Elizabeth,Ekwueme,DEP008,JR062,2021-09-26,Job Portal,Hired
CAN002562,Stephen,Ibrahim,DEP011,JR076,2023-05-23,Campus Recruitment,Shortlisted
CAN002563,Simon,,DEP011,JR080,2020-08-25,LinkedIn,Shortlisted
CAN002564,Angela,Eze,DEP002,JR015,2019-07-28,Referral,Rejected
CAN002565,Philip,Adetokunbo,DEP003,JR021,2025-09-21,Referral ,Applied
CAN002566,Victoria,Ibrahim,DEP002,JR016,2024-03-11,LinkedIn,Rejected
CAN002567,Mary,Uche,DEP014,JR097,2021-01-10,LinkedIn,Shortlisted
CAN002568,Blessing,Ogunleye,DEP002,JR016,2023-05-05,Company Website,Rejected
CAN002569,Angela,Ogunleye,DEP015,JR105,2025-03-16,Referral,Applied
CAN002570,Angela,Abiola,DEP004,JR030,2022-09-25,Campus Recruitment,Rejected
CAN002571,Hope,Chukwu,DEP012,JR085,2021-03-09,LinkedIn,Rejected
CAN002572,Esther,,DEP009,JR066,2021-09-02,Referral,Shortlisted
CAN002573,Stephen,Ogunleye,DEP003,JR020,2024-04-15,Campus Recruitment,Offered
CAN002574,Nathaniel,Balogun,DEP002,JR015,2024-01-16,LinkedIn,Hired
CAN002575,Samuel,Ibrahim,DEP014,JR100,2022-04-10,Company Website,Interviewed
CAN002576,Andrew,Okonkwo,DEP006,JR047,2021-12-26,Job Portal,Interviewed
CAN002577,Agnes,Okafor,DEP004,JR030,2021-08-01,Referral,Interviewed
CAN002578,Sarah,Olawale,DEP002,JR010,2025-05-07,LinkedIn,Shortlisted
CAN002579,Emmanuel,Adeyemi,DEP013,JR093,2022-07-09,Referral,Offered
CAN002580,Samuel,Uche,DEP001,JR002,2025-07-11,LinkedIn,Rejected
CAN002581,Mark,Akinwale,DEP011,JR077,2025-11-25,Campus Recruitment,Applied
CAN002582,Andrew,Obi,DEP014,JR095,2023-09-05,LinkedIn,Rejected
CAN002583,Philip,Adetokunbo,DEP005,JR041,2024-04-12,Company Website,Interviewed
CAN002584,Ruth,Ekwueme,DEP015,JR103,2019-08-21,Campus Recruitment,Rejected
CAN002585,Cornelius,Oshodi,DEP002,JR009,2020-12-28,Job Portal,Hired
CAN002586,Gloria,Obi,DEP003,JR023,2025-01-19,LinkedIn,Offered
CAN002587,Faith,Uche,DEP011,JR074,2020-02-03,LinkedIn,Interviewed
CAN002588,Hope,,DEP004,JR026,2023-12-03,LinkedIn,Interviewed
CAN002589,Peace,Adetokunbo,DEP004,JR028,2022-09-03,Company Website,Applied
CAN002590,Faith,Chukwu,DEP010,JR069,2021-05-20,LinkedIn,Offered
CAN002591,Blessing,Nnamani,DEP009,JR064,2025-06-11,Company Website,Offered
CAN002592,Benjamin,Abiola,DEP007,JR050,2024-08-10,LinkedIn,Rejected
CAN002593,Nathaniel,Adeyemi,DEP015,JR103,2019-03-04,LinkedIn,Offered
CAN002594,Gabriel,Okafor,DEP003,JR022,2024-01-08,Company Website,Offered
CAN002595,Benjamin,Ojo,DEP009,JR067,2020-04-06,Company Website,Rejected
CAN002596,Joseph,Adetokunbo,DEP004,JR034,2021-04-21,Company Website,Hired
CAN002597,Benjamin,Uche,DEP008,JR063,2019-09-22,LinkedIn,Interviewed
CAN002598,Simon,Chukwu,DEP013,JR089,2024-08-05,Company Website,Interviewed
CAN002599,Peace,Chukwu,DEP013,JR090,2020-08-18,Referral,Applied
CAN002600,Philip,,DEP010,JR073,2025-02-17,Company Website,Shortlisted
CAN002601,Hope,Ibrahim,DEP003,JR019,2021-09-15,LinkedIn,Offered
CAN002602,Peace,Obasanjo,DEP004,JR031,2019-08-11,Job Portal,Shortlisted
CAN002603,Emmanuel,Okonkwo,DEP013,JR092,2021-01-12,Job Portal,Shortlisted
CAN002604,Philip,Olawale,DEP006,JR046,2024-12-07,Referral,Shortlisted
